"Data Source","World Development Indicators",
"Nepal","NPL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","0.300000011920929","","","","","","","","","","","","","","","","","","","","1.20000004768372","1","","0.400000005960464","","","0.699999988079071","","","","","0.600000023841858","","","","","1.5","","","2.09999990463257","","","",
"Nauru","NRU","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79999995231628","","","","","","","","","","",
"New Zealand","NZL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"OECD members","OED","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Oman","OMN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5","","","1.10000002384186","","","","","1.60000002384186","","","","","","","","","","1.70000004768372","","","","","4.40000009536743","","","",
"Other small states","OSS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pakistan","PAK","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","6.19999980926514","","","","","","","","","7.80000019073486","","","","","5.40000009536743","","","1.60000002384186","","","","","","","4.80000019073486","","","","","","","","","","6.40000009536743","4.80000019073486","","","","","",
"Panama","PAN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","6.90000009536743","","","","","","","","","","","","","","","","","6.19999980926514","","","","","","","","","","","","","","","","","","","","",
"Peru","PER","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.30000019073486","","","","","9.89999961853027","","","","11.8000001907349","","","","","9.10000038146973","","","9.80000019073486","10.3000001907349","8.10000038146973","8.89999961853027","7.19999980926514","","","","","",
"Philippines","PHL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","0.800000011920929","","","","","","","","","","","","","","","","","","","1.70000004768372","","","","","","1.89999997615814","","","","","2.40000009536743","","","","","3.29999995231628","","","4.30000019073486","","5","","","","",
"Palau","PLW","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","2.70000004768372","","","","","","","","","","","","","","","","","","","","","","3.40000009536743","","","","","","13.8000001907349","","","","","","",
"Poland","POL","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pre-demographic dividend","PRE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Puerto Rico","PRI","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.899999976158142","","","","","","","0","","","","","","","","",
"Portugal","PRT","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Paraguay","PRY","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30000019073486","","","","","","","","","","","","","","","7.09999990463257","","","","","","","11.6999998092651","","","","","",
"West Bank and Gaza","PSE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","11.3999996185303","","","5.30000019073486","","","","8.19999980926514","","","",
"Pacific island small states","PSS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"French Polynesia","PYF","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3999996185303","","","","","","","","","","","","","","","","","","","","","","",
"Romania","ROU","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","10.1000003814697","8.89999961853027","9.10000038146973","8.30000019073486","","","","","","","","","","","","","","","",
"Russian Federation","RUS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Rwanda","RWA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","2.20000004768372","","","","","","","","","","","","","","","","4","","","","","","","","7.19999980926514","","","","","6.69999980926514","","","","","7.09999990463257","","","","","","","",
"South Asia","SAS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","2.29999995231628","","","","","2.70000004768372","","","","","3.09999990463257","","","","","3.59999990463257","","","","","4.19999980926514","4.30000019073486","",
"Saudi Arabia","SAU","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.20000004768372","","","","","","","","","","","6.09999990463257","","","","","","","","","","","","",
"Sudan","SDN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79999995231628","","","","","","","5.19999980926514","","","","","","4.19999980926514","","","","","","","","3","","","",
"Senegal","SEN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","2.20000004768372","","","","","","","4","","","","","","","3.20000004768372","","","","","2.40000009536743","","","","","","2.79999995231628","0.699999988079071","1.5","1.29999995231628","","","",
"Singapore","SGP","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","0.600000023841858","","","","","","","","","","","","","","","","","","","","","","","","","","2.59999990463257","","","","","","","","","","","","","","","","","",
"Solomon Islands","SLB","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","4.09999990463257","","","","","","","","","","","","","","","","","","","1.89999997615814","","","","","","","","","","","","","","","","","","2.5","","","","","","","","","","",
"Sierra Leone","SLE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","12.3999996185303","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","","","","","5.90000009536743","","","10.1000003814697","","10.3000001907349","","","8.89999961853027","","","","",
"El Salvador","SLV","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","3.90000009536743","","","","","3.90000009536743","","","","","5.80000019073486","","","","","5.69999980926514","","","","","","6","","","",
"San Marino","SMR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","","","3","","","","","","","","",
"Serbia","SRB","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.2999992370605","","","","","15.6000003814697","","","","13.8999996185303","","","",
"Sub-Saharan Africa (excluding high income)","SSA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Sudan","SSD","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.8999996185303","","","","6","","","","","","","",
"Sub-Saharan Africa","SSF","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.80000019073486","","","","","4.59999990463257","","","","","4.40000009536743","","","","","4.19999980926514","","","","","4.09999990463257","","","","","3.90000009536743","3.90000009536743","",
"Small states","SST","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sao Tome and Principe","STP","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.19999980926514","","","","","","15.3999996185303","","11.6000003814697","","","","","","2.40000009536743","","","",
"Suriname","SUR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.90000009536743","","","","","","4","","","","4","","","","","","","",
"Slovak Republic","SVK","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Slovenia","SVN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sweden","SWE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Swaziland","SWZ","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.8999996185303","","","","","","11.3999996185303","","","","10.6999998092651","","","","9","","","",
"Sint Maarten (Dutch part)","SXM","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.80000019073486","","","","","","","","","","","","","","","","","","","","","","","","10.1999998092651","","","","","",
"Syrian Arab Republic","SYR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","","","19.7000007629395","","","","","18.7000007629395","","","17.8999996185303","","","","","","","","",
"Turks and Caicos Islands","TCA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.70000004768372","","","2.70000004768372","","","","4.40000009536743","","","","","","2.79999995231628","","","","","2.5","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Togo","TGO","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","0.800000011920929","","","","","","","","","","","","3.20000004768372","","","","","","","","","","2.59999990463257","","","","","","","","4.69999980926514","","","","1.60000002384186","","","","2","","","",
"Thailand","THA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.29999995231628","","","","","","","","4.69999980926514","","","","","","","","","","","8","","","","","","10.8999996185303","","","","","",
"Tajikistan","TJK","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.69999980926514","","","","4.19999980926514","","","6.59999990463257","","","","","",
"Turkmenistan","TKM","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.5","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Timor-Leste","TLS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.69999980926514","","","","","","","5.80000019073486","","","","1.5","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.2999992370605","","","","","",
"South Asia (IDA & IBRD)","TSA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Trinidad and Tobago","TTO","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","8.19999980926514","","","","","","","","","","","4","","","","","","","","","","","","","4.90000009536743","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","3.59999990463257","","","","","","","","","","","","","","4.30000019073486","","","","","","25.3999996185303","","","1.39999997615814","","","","","","","","","8.80000019073486","","","","","","14.3000001907349","","","","","",
"Turkey","TUR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","4","","","","","","9.10000038146973","","","","","","","","","10.8999996185303","","","","",
"Tuvalu","TUV","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.30000019073486","","","","","","","","","","",
"Tanzania","TZA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.69999980926514","","","","","4.59999990463257","","","3.29999995231628","","","","","4.90000009536743","","","","","","5.5","","","","","","","",
"Uganda","UGA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59999990463257","","","","","","","5.09999990463257","","","","","4.90000009536743","","","","","","4.90000009536743","","","","","3.79999995231628","","","","","","",
"Ukraine","UKR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.5","","","","","","","","","","","","","","","","","",
"Upper middle income","UMC","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.90000009536743","","","","","6.80000019073486","","","","","6.80000019073486","","","","","6.80000019073486","","","","","6.69999980926514","","","","","6.69999980926514","6.69999980926514","",
"Uruguay","URY","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.60000038146973","","","10","12.1999998092651","9.39999961853027","","","8.39999961853027","","","","7.69999980926514","","","","","","",
"United States","USA","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","5.40000009536743","","","","","","","","","","7","8","","","8.10000038146973","","","","7.80000019073486","","","6","","","","","",
"Uzbekistan","UZB","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5","","","","","","11.1000003814697","","","","12.8000001907349","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Venezuela, RB","VEN","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","5.5","","","","","9","","","4","4.30000019073486","4.90000009536743","4.90000009536743","5","4.69999980926514","4.69999980926514","5","4.90000009536743","5.19999980926514","5.30000019073486","5.40000009536743","5.40000009536743","5.30000019073486","5.19999980926514","5.5","6.09999990463257","6.09999990463257","6.30000019073486","6.40000009536743","","","","","","","","",
"British Virgin Islands","VGB","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.79999995231628","","","","","1.39999997615814","2","2.5","","2.59999990463257","2.20000004768372","2.70000004768372","2.59999990463257","3.09999990463257","2.90000009536743","3","","4.59999990463257","","","","","","","",
"Vanuatu","VUT","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","","","","","","4.59999990463257","","","","",
"World","WLD","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.90000009536743","","","","","4.90000009536743","","","","","5","","","","","5.30000019073486","","","","","5.59999990463257","","","","","5.90000009536743","6","",
"Samoa","WSM","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.19999980926514","","","","","","","","","","","","","","","","","","",
"Kosovo","XKX","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.10000038146973","","","","","6.90000009536743","3.70000004768372","","","","","","5","","","","","","","","1.5","","2.5","","","","",
"South Africa","ZAF","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.3000001907349","","","","","9.60000038146973","","","","","19.2000007629395","","","","","","","","","","","","","",
"Zambia","ZMB","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.69999980926514","","","","6.19999980926514","","","12.3000001907349","","","5.90000009536743","","","","","8.39999961853027","","","","","","6.19999980926514","","","","",
"Zimbabwe","ZWE","Prevalence of overweight, weight for height (% of children under 5)","SH.STA.OWGH.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.40000009536743","","","","","","7.59999990463257","","","","","10.6000003814697","","","","","","9.10000038146973","","","","3.5","5.80000019073486","","","","3.59999990463257","","","",
